customer_id,class,gender,start_date,end_date,is_deleted,price,mean,max,min,routine_flg,membership_period
OA931227,C02,F,2019-06-01,,0,7500,4.5,6,3,1,46
HD455858,C03,M,2019-06-01,,0,6000,4.91666666666667,7,3,1,46
PL487301,C01,M,2019-06-01,,0,10500,4.58333333333333,6,1,1,46
GD813654,C03,M,2019-06-01,,0,6000,4.5,8,1,1,46
HD378274,C03,M,2019-06-01,,0,6000,4.33333333333333,6,2,1,46
OA236156,C01,F,2019-06-01,,0,10500,4.08333333333333,8,2,1,46
PL889178,C02,F,2019-06-01,,0,7500,3.75,5,1,1,46
OA776086,C03,F,2019-06-01,,0,6000,3.5,5,2,1,46
AS677821,C01,M,2019-06-01,,0,10500,3.91666666666667,6,2,1,46
OA818666,C02,F,2019-06-01,,0,7500,5.08333333333333,9,3,1,46
PL342449,C02,F,2019-06-01,,0,7500,4.16666666666667,7,1,1,46
PL825454,C01,M,2019-06-01,,0,10500,4.41666666666667,7,3,1,46
TS437647,C02,M,2019-06-01,,0,7500,4.66666666666667,8,1,1,46
HI146430,C01,M,2019-06-01,,0,10500,4.58333333333333,8,1,1,46
GD437531,C01,M,2019-06-01,,0,10500,4.41666666666667,7,1,1,46
OA103624,C01,M,2019-06-01,,0,10500,5.16666666666667,8,3,1,46
OA933190,C01,M,2019-06-01,,0,10500,4.58333333333333,7,3,1,46
IK624416,C03,F,2019-06-01,,0,6000,4.08333333333333,7,3,1,46
GD212992,C03,F,2019-06-01,,0,6000,5.25,9,3,1,46
IK999272,C01,M,2019-06-01,,0,10500,3.91666666666667,5,2,1,46
GD163914,C01,F,2019-06-01,,0,10500,3.83333333333333,5,1,1,46
PL400479,C03,F,2019-06-01,,0,6000,4.16666666666667,6,2,1,46
PL942936,C01,M,2019-06-01,,0,10500,4.58333333333333,6,3,1,46
IK006139,C01,M,2019-06-01,,0,10500,5.33333333333333,8,3,1,46
IK902787,C01,F,2019-06-01,,0,10500,4.08333333333333,6,2,1,46
PL815569,C02,F,2019-06-01,,0,7500,4.25,6,2,1,46
HI216184,C01,M,2019-06-01,,0,10500,4,7,2,1,46
HI965956,C01,M,2019-06-01,,0,10500,4.66666666666667,6,3,1,46
OA225076,C01,M,2019-06-01,,0,10500,4.33333333333333,7,1,1,46
TS106731,C03,M,2019-06-01,,0,6000,4.41666666666667,7,2,1,46
HI228454,C02,F,2019-06-01,,0,7500,4.58333333333333,8,2,1,46
HI900494,C03,M,2019-06-01,,0,6000,5.75,8,3,1,46
PL456313,C01,F,2019-06-01,,0,10500,3.75,8,1,1,46
PL779242,C01,F,2019-06-01,,0,10500,4.5,6,3,1,46
TS959961,C03,F,2019-06-01,,0,6000,5,7,3,1,46
AS099118,C01,M,2019-06-01,,0,10500,4.5,6,1,1,46
IK331136,C02,F,2019-06-01,,0,7500,4.41666666666667,6,2,1,46
AS834706,C01,M,2019-06-01,,0,10500,4.75,7,3,1,46
TS179365,C03,M,2019-06-01,,0,6000,3.91666666666667,6,2,1,46
AS614421,C01,M,2019-06-01,,0,10500,5.08333333333333,7,3,1,46
OA747936,C01,M,2019-06-01,,0,10500,5.25,8,3,1,46
PL494564,C03,M,2019-06-01,,0,6000,4.41666666666667,7,3,1,46
AS299544,C01,M,2019-06-01,,0,10500,4.08333333333333,6,2,1,46
OA261861,C02,M,2019-06-01,,0,7500,5.41666666666667,8,1,1,46
HD120698,C01,F,2019-06-01,,0,10500,4.83333333333333,7,3,1,46
HI328204,C02,F,2019-07-01,,0,7500,5.08333333333333,8,2,1,45
IK695797,C02,M,2019-07-01,,0,7500,3.83333333333333,6,1,1,45
HI778223,C03,M,2019-07-01,,0,6000,4.25,7,2,1,45
GD235669,C01,F,2019-07-01,,0,10500,4.66666666666667,7,2,1,45
AS637476,C02,F,2019-07-01,,0,7500,4.25,5,3,1,45
AS171994,C03,M,2019-07-01,,0,6000,4.58333333333333,6,3,1,45
PL245159,C02,F,2019-07-01,,0,7500,4.41666666666667,7,2,1,45
GD470986,C03,M,2019-07-01,,0,6000,4.08333333333333,6,1,1,45
HD287652,C03,M,2019-07-01,,0,6000,4.33333333333333,6,3,1,45
AS933597,C01,M,2019-07-01,,0,10500,3.91666666666667,8,1,1,45
PL787344,C02,F,2019-07-01,,0,7500,3.33333333333333,6,1,1,45
IK313475,C03,M,2019-07-01,,0,6000,5.58333333333333,7,3,1,45
OA986961,C01,F,2019-07-01,,0,10500,4.66666666666667,8,3,1,45
OA266742,C02,M,2019-07-01,,0,7500,5.58333333333333,8,3,1,45
IK461411,C02,F,2019-07-01,,0,7500,4.83333333333333,7,2,1,45
TS244750,C01,F,2019-07-01,,0,10500,4.75,7,3,1,45
OA753193,C01,M,2019-07-01,,0,10500,4.66666666666667,8,2,1,45
GD084870,C01,M,2019-07-01,,0,10500,4.16666666666667,6,2,1,45
HD453390,C03,M,2019-07-01,,0,6000,4,7,2,1,45
GD138948,C03,F,2019-07-01,,0,6000,4.91666666666667,8,1,1,45
TS673226,C02,F,2019-07-01,,0,7500,4.75,8,3,1,45
IK357051,C01,M,2019-07-01,,0,10500,4.25,8,2,1,45
HI859298,C03,M,2019-07-01,,0,6000,3.83333333333333,5,1,1,45
AS065870,C01,M,2019-07-01,,0,10500,4.66666666666667,8,3,1,45
GD700613,C02,F,2019-07-01,,0,7500,4,7,2,1,45
TS554037,C03,F,2019-07-01,,0,6000,4.83333333333333,7,2,1,45
PL827485,C01,F,2019-07-01,,0,10500,4.41666666666667,8,1,1,45
AS828426,C03,M,2019-07-01,,0,6000,4.16666666666667,6,1,1,45
GD009242,C02,F,2019-07-01,,0,7500,4.75,7,2,1,45
HI092194,C01,F,2019-07-01,,0,10500,4.83333333333333,9,3,1,45
PL812388,C03,M,2019-07-01,,0,6000,4.41666666666667,7,2,1,45
OA025439,C01,M,2019-07-01,,0,10500,4.58333333333333,8,2,1,45
TS023216,C02,F,2019-07-01,,0,7500,4.25,8,1,1,45
TS440617,C02,F,2019-07-01,,0,7500,4.66666666666667,7,2,1,45
HI525283,C03,F,2019-07-01,,0,6000,4.83333333333333,6,4,1,45
GD812702,C01,F,2019-07-01,,0,10500,4.41666666666667,7,1,1,45
IK560941,C02,F,2019-07-01,,0,7500,4.66666666666667,6,3,1,45
GD914874,C03,F,2019-07-01,,0,6000,4.66666666666667,8,3,1,45
AS726714,C01,M,2019-07-01,,0,10500,4.33333333333333,6,2,1,45
HI639424,C03,M,2019-07-01,,0,6000,4.83333333333333,8,1,1,45
OA310354,C01,M,2019-07-01,,0,10500,4.5,7,3,1,45
HI720107,C02,F,2019-07-01,,0,7500,4.58333333333333,7,1,1,45
HD296157,C01,M,2019-07-01,,0,10500,4.25,7,2,1,45
AS015315,C01,M,2019-07-01,,0,10500,4.83333333333333,7,3,1,45
HD625027,C03,M,2019-07-01,,0,6000,4.75,8,3,1,45
HI323901,C01,M,2019-07-01,,0,10500,4.83333333333333,7,3,1,45
TS614929,C03,F,2019-07-01,,0,6000,4.41666666666667,6,3,1,45
AS868124,C01,M,2019-07-01,,0,10500,4.91666666666667,7,2,1,45
HI499195,C02,F,2019-07-01,,0,7500,3.66666666666667,7,2,1,45
PL445190,C01,M,2019-07-01,,0,10500,3.83333333333333,5,2,1,45
PL117922,C02,F,2019-07-01,,0,7500,3.91666666666667,7,1,1,45
GD837157,C01,F,2019-07-01,,0,10500,5.41666666666667,7,2,1,45
OA375487,C01,M,2019-07-01,,0,10500,4.08333333333333,6,1,1,45
PL863573,C01,F,2019-08-01,,0,10500,5.16666666666667,8,3,1,44
IK155697,C01,F,2019-08-01,,0,10500,4.25,6,1,1,44
AS132988,C01,M,2019-08-01,,0,10500,5.33333333333333,7,2,1,44
HI708658,C01,F,2019-08-01,,0,10500,4.16666666666667,7,1,1,44
TS223691,C01,M,2019-08-01,,0,10500,4.08333333333333,6,2,1,44
OA823412,C01,M,2019-08-01,,0,10500,5.5,8,3,1,44
OA545809,C01,M,2019-08-01,,0,10500,4.33333333333333,6,3,1,44
AS386696,C02,F,2019-08-01,,0,7500,4,6,2,1,44
IK219142,C03,M,2019-08-01,,0,6000,4.75,7,2,1,44
HI428108,C02,F,2019-08-01,,0,7500,5,8,3,1,44
TS803730,C03,M,2019-08-01,,0,6000,4.75,6,3,1,44
GD266112,C03,M,2019-08-01,,0,6000,3.75,6,2,1,44
GD687485,C01,M,2019-08-01,,0,10500,4.91666666666667,7,2,1,44
TS861244,C02,F,2019-08-01,,0,7500,4.5,7,3,1,44
OA313854,C03,M,2019-08-01,,0,6000,3.75,7,1,1,44
PL101549,C03,M,2019-08-01,,0,6000,4.75,7,3,1,44
OA484479,C01,F,2019-08-01,,0,10500,4.16666666666667,6,1,1,44
HI978590,C01,F,2019-08-01,,0,10500,5.16666666666667,9,3,1,44
HD405727,C01,M,2019-08-01,,0,10500,3.58333333333333,5,1,1,44
HD145501,C03,M,2019-08-01,,0,6000,4.91666666666667,7,3,1,44
HI920533,C03,M,2019-08-01,,0,6000,5,8,2,1,44
TS386881,C01,F,2019-08-01,,0,10500,4.41666666666667,6,1,1,44
TS864496,C01,M,2019-08-01,,0,10500,4.58333333333333,8,2,1,44
OA278526,C02,F,2019-08-01,,0,7500,4.91666666666667,6,3,1,44
GD639344,C02,F,2019-08-01,,0,7500,3.83333333333333,5,2,1,44
HD862235,C01,M,2019-08-01,,0,10500,4.16666666666667,6,1,1,44
HI531972,C03,M,2019-08-01,,0,6000,4.08333333333333,7,1,1,44
OA368057,C01,F,2019-08-01,,0,10500,3.58333333333333,6,2,1,44
TS675030,C03,M,2019-08-01,,0,6000,4.83333333333333,9,2,1,44
OA085890,C01,M,2019-08-01,,0,10500,3.91666666666667,6,2,1,44
PL876202,C02,F,2019-08-01,,0,7500,4.16666666666667,7,2,1,44
OA250167,C01,F,2019-08-01,,0,10500,4.16666666666667,7,2,1,44
TS357089,C01,M,2019-08-01,,0,10500,4.41666666666667,6,2,1,44
OA869136,C02,F,2019-08-01,,0,7500,4.08333333333333,6,3,1,44
TS147383,C03,F,2019-08-01,,0,6000,3.75,5,1,1,44
AS875048,C03,M,2019-08-01,,0,6000,5.16666666666667,8,3,1,44
GD687670,C03,M,2019-08-01,,0,6000,4.33333333333333,7,2,1,44
IK787243,C03,M,2019-08-01,,0,6000,4.33333333333333,6,2,1,44
AS092144,C01,F,2019-08-01,,0,10500,4.33333333333333,8,1,1,44
IK446815,C03,M,2019-08-01,,0,6000,5.33333333333333,9,2,1,44
TS085215,C03,M,2019-08-01,,0,6000,5.25,7,2,1,44
PL652437,C02,F,2019-08-01,,0,7500,4.83333333333333,7,2,1,44
HI929904,C01,M,2019-08-01,,0,10500,4.41666666666667,6,3,1,44
HD733934,C01,M,2019-08-01,,0,10500,4.66666666666667,7,2,1,44
IK516841,C01,F,2019-08-01,,0,10500,4.58333333333333,6,3,1,44
HI072340,C02,F,2019-08-01,,0,7500,5.08333333333333,9,3,1,44
HI963277,C03,M,2019-08-01,,0,6000,3.83333333333333,6,2,1,44
IK248737,C02,F,2019-08-01,,0,7500,4,6,2,1,44
OA955085,C01,F,2019-08-01,,0,10500,4.5,8,2,1,44
GD257904,C01,M,2019-08-01,,0,10500,4.75,7,3,1,44
HI184733,C01,M,2019-08-01,,0,10500,4.41666666666667,6,3,1,44
HI969840,C01,F,2019-08-01,,0,10500,4.75,7,3,1,44
IK569155,C02,M,2019-08-01,,0,7500,4.91666666666667,8,1,1,44
OA255039,C01,M,2019-09-01,,0,10500,4.83333333333333,7,3,1,43
TS621030,C02,F,2019-09-01,,0,7500,3.91666666666667,5,2,1,43
TS364512,C03,M,2019-09-01,,0,6000,5.25,8,2,1,43
OA427079,C03,M,2019-09-01,,0,6000,3.83333333333333,6,2,1,43
IK986011,C02,F,2019-09-01,,0,7500,4.83333333333333,6,1,1,43
AS124354,C03,M,2019-09-01,,0,6000,4.58333333333333,7,3,1,43
HD867526,C03,M,2019-09-01,,0,6000,4.25,7,2,1,43
HD379875,C01,M,2019-09-01,,0,10500,4.83333333333333,7,3,1,43
AS736672,C01,F,2019-09-01,,0,10500,4.58333333333333,6,1,1,43
OA285691,C01,M,2019-09-01,,0,10500,5.41666666666667,7,3,1,43
PL634236,C01,M,2019-09-01,,0,10500,3.58333333333333,7,1,1,43
IK051737,C01,F,2019-09-01,,0,10500,4.5,7,2,1,43
OA628170,C03,F,2019-09-01,,0,6000,4.66666666666667,8,1,1,43
IK018825,C01,M,2019-09-01,,0,10500,5.25,8,3,1,43
HI673538,C01,F,2019-09-01,,0,10500,5.75,8,3,1,43
IK433428,C01,F,2019-09-01,,0,10500,4.25,6,1,1,43
GD004422,C01,F,2019-09-01,,0,10500,5.66666666666667,8,2,1,43
TS861788,C01,F,2019-09-01,,0,10500,4.66666666666667,7,1,1,43
AS603613,C02,F,2019-09-01,,0,7500,4.75,8,3,1,43
TS161670,C01,F,2019-09-01,,0,10500,5.75,9,1,1,43
HD862369,C03,M,2019-09-01,,0,6000,4.83333333333333,8,1,1,43
PL507166,C01,M,2019-09-01,,0,10500,4.08333333333333,7,3,1,43
HI003514,C02,F,2019-09-01,,0,7500,4.33333333333333,8,2,1,43
TS995299,C03,M,2019-09-01,,0,6000,4.5,7,2,1,43
PL753720,C01,F,2019-09-01,,0,10500,4.33333333333333,7,2,1,43
IK292139,C03,M,2019-09-01,,0,6000,4.41666666666667,7,2,1,43
HD289026,C01,F,2019-09-01,,0,10500,4.08333333333333,9,1,1,43
HI376364,C01,M,2019-09-01,,0,10500,3.91666666666667,6,2,1,43
HD561131,C01,F,2019-09-01,,0,10500,4.08333333333333,6,3,1,43
TS548118,C01,M,2019-09-01,,0,10500,4.41666666666667,8,1,1,43
OA544396,C03,F,2019-09-01,,0,6000,4.75,7,1,1,43
IK733351,C01,M,2019-09-01,,0,10500,4.58333333333333,9,3,1,43
GD280871,C02,M,2019-09-01,,0,7500,4.25,7,1,1,43
HD914078,C03,F,2019-09-01,,0,6000,4.41666666666667,6,3,1,43
TS159187,C03,M,2019-09-01,,0,6000,4.5,6,3,1,43
IK266002,C01,M,2019-09-01,,0,10500,4.41666666666667,7,1,1,43
PL144435,C02,F,2019-09-01,,0,7500,3.83333333333333,5,1,1,43
HD012547,C01,M,2019-09-01,,0,10500,4.08333333333333,7,2,1,43
TS624020,C03,F,2019-09-01,,0,6000,5.25,7,2,1,43
GD693914,C01,M,2019-09-01,,0,10500,5.08333333333333,9,2,1,43
HD981950,C01,M,2019-09-01,,0,10500,4.58333333333333,8,2,1,43
GD082396,C01,M,2019-09-01,,0,10500,4.83333333333333,7,2,1,43
PL739117,C03,M,2019-09-01,,0,6000,4.66666666666667,7,3,1,43
PL677323,C01,F,2019-09-01,,0,10500,5.33333333333333,7,3,1,43
IK096992,C01,M,2019-09-01,,0,10500,4.16666666666667,8,2,1,43
TS718154,C01,M,2019-09-01,,0,10500,4.58333333333333,7,2,1,43
OA962428,C03,M,2019-09-01,,0,6000,4.41666666666667,6,2,1,43
HI270880,C02,F,2019-09-01,,0,7500,4,7,1,1,43
GD879805,C01,M,2019-09-01,,0,10500,4.08333333333333,6,1,1,43
IK616816,C01,F,2019-09-01,,0,10500,4.33333333333333,7,3,1,43
PL394207,C01,F,2019-09-01,,0,10500,4.83333333333333,7,2,1,43
GD362521,C03,F,2019-09-01,,0,6000,3.66666666666667,7,1,1,43
HD775663,C03,M,2019-09-01,,0,6000,4.91666666666667,7,3,1,43
HD459783,C01,M,2019-09-01,,0,10500,4.41666666666667,9,1,1,43
GD479679,C01,M,2019-09-01,,0,10500,4.33333333333333,9,2,1,43
IK886752,C03,M,2019-09-01,,0,6000,5.25,7,3,1,43
HD387344,C01,F,2019-09-01,,0,10500,4.16666666666667,6,2,1,43
OA763272,C01,M,2019-09-01,,0,10500,4.25,7,1,1,43
HI564909,C01,M,2019-09-01,,0,10500,5,7,2,1,43
TS536483,C01,M,2019-09-01,,0,10500,4.91666666666667,8,1,1,43
IK559274,C01,F,2019-09-01,,0,10500,4.25,7,1,1,43
HI405166,C02,F,2019-09-01,,0,7500,4.41666666666667,7,2,1,43
AS468297,C01,M,2019-09-01,,0,10500,4,7,1,1,43
TS637007,C01,M,2019-09-01,,0,10500,4.25,8,2,1,43
TS168517,C01,F,2019-09-01,,0,10500,4.75,7,2,1,43
AS712913,C01,M,2019-09-01,,0,10500,5,7,2,1,43
OA075024,C01,M,2019-09-01,,0,10500,5,8,2,1,43
IK799332,C03,M,2019-09-01,,0,6000,4.58333333333333,8,1,1,43
PL929818,C02,M,2019-09-01,,0,7500,4.08333333333333,7,2,1,43
TS849376,C01,F,2019-09-01,,0,10500,4.83333333333333,7,3,1,43
TS571375,C01,F,2019-09-01,,0,10500,4.33333333333333,9,2,1,43
IK377403,C01,M,2019-10-01,,0,10500,4.41666666666667,7,1,1,42
HD845666,C01,F,2019-10-01,,0,10500,4.5,7,2,1,42
PL081925,C01,F,2019-10-01,,0,10500,4.25,7,2,1,42
OA768446,C02,F,2019-10-01,,0,7500,4,6,1,1,42
HD576900,C01,M,2019-10-01,,0,10500,4.25,6,2,1,42
GD152639,C01,M,2019-10-01,,0,10500,3.83333333333333,7,2,1,42
IK453330,C03,M,2019-10-01,,0,6000,4.5,7,1,1,42
AS258098,C01,M,2019-10-01,,0,10500,3.91666666666667,6,2,1,42
IK130171,C02,F,2019-10-01,,0,7500,4.66666666666667,6,3,1,42
AS309101,C01,M,2019-10-01,,0,10500,3.75,7,1,1,42
AS275166,C01,M,2019-10-01,,0,10500,3.5,6,1,1,42
IK771427,C02,M,2019-10-01,,0,7500,3.75,6,1,1,42
HD484088,C01,M,2019-10-01,,0,10500,4.33333333333333,6,3,1,42
HD176214,C01,M,2019-10-01,,0,10500,4.41666666666667,7,2,1,42
HI853357,C01,M,2019-10-01,,0,10500,4.41666666666667,7,3,1,42
GD589615,C01,F,2019-10-01,,0,10500,5.08333333333333,7,4,1,42
GD763218,C03,M,2019-10-01,,0,6000,4.16666666666667,6,3,1,42
AS404579,C01,F,2019-10-01,,0,10500,4.75,7,2,1,42
OA352833,C02,M,2019-10-01,,0,7500,5.08333333333333,7,3,1,42
HI201910,C02,F,2019-10-01,,0,7500,4.91666666666667,7,2,1,42
IK740134,C01,F,2019-10-01,,0,10500,4.5,8,1,1,42
IK580114,C01,M,2019-10-01,,0,10500,4.66666666666667,8,3,1,42
TS356315,C03,M,2019-10-01,,0,6000,5.08333333333333,8,1,1,42
TS922639,C03,F,2019-10-01,,0,6000,4.66666666666667,7,2,1,42
PL704025,C03,M,2019-10-01,,0,6000,4.91666666666667,8,2,1,42
HD177050,C02,M,2019-10-01,,0,7500,4.25,7,1,1,42
OA862614,C03,M,2019-10-01,,0,6000,4.5,7,3,1,42
AS105107,C02,F,2019-10-01,,0,7500,3.91666666666667,7,1,1,42
AS359364,C03,F,2019-10-01,,0,6000,3.75,6,1,1,42
OA462757,C01,F,2019-10-01,,0,10500,4.91666666666667,7,2,1,42
PL664277,C01,F,2019-10-01,,0,10500,5.08333333333333,8,2,1,42
HD995428,C02,F,2019-10-01,,0,7500,3.91666666666667,8,1,1,42
IK751998,C03,M,2019-10-01,,0,6000,5.25,10,3,1,42
GD064521,C01,M,2019-10-01,,0,10500,4.66666666666667,7,2,1,42
HD708558,C01,M,2019-10-01,,0,10500,4.58333333333333,7,3,1,42
PL343970,C01,F,2019-10-01,,0,10500,5.25,7,4,1,42
IK983460,C02,M,2019-10-01,,0,7500,5.25,8,3,1,42
IK608489,C03,M,2019-10-01,,0,6000,4.83333333333333,8,2,1,42
IK200910,C02,F,2019-10-01,,0,7500,4.66666666666667,8,2,1,42
AS137764,C02,M,2019-10-01,,0,7500,4.66666666666667,6,2,1,42
TS640338,C01,F,2019-10-01,,0,10500,4.58333333333333,7,2,1,42
AS614406,C03,F,2019-10-01,,0,6000,4.25,7,2,1,42
HD762188,C01,M,2019-10-01,,0,10500,3.83333333333333,6,2,1,42
HI826338,C03,F,2019-10-01,,0,6000,3.75,6,1,1,42
GD672303,C02,F,2019-10-01,,0,7500,4.58333333333333,7,2,1,42
TS321715,C03,M,2019-10-01,,0,6000,4.58333333333333,8,1,1,42
TS798789,C01,F,2019-10-01,,0,10500,4.66666666666667,8,3,1,42
HD035838,C02,F,2019-10-01,,0,7500,4.83333333333333,7,2,1,42
HI183246,C01,F,2019-10-01,,0,10500,4.75,8,1,1,42
TS145533,C03,M,2019-10-01,,0,6000,4.16666666666667,7,2,1,42
GD323923,C01,M,2019-10-01,,0,10500,4.58333333333333,7,2,1,42
AS211705,C03,M,2019-10-01,,0,6000,5.16666666666667,7,1,1,42
IK051201,C01,M,2019-10-01,,0,10500,5.08333333333333,7,2,1,42
AS038564,C01,M,2019-10-01,,0,10500,4.16666666666667,6,2,1,42
PL576453,C01,M,2019-11-01,,0,10500,5,7,2,1,41
PL351843,C01,M,2019-11-01,,0,10500,5.16666666666667,9,1,1,41
HD134052,C03,F,2019-11-01,,0,6000,4.91666666666667,7,2,1,41
PL046622,C01,F,2019-11-01,,0,10500,5.25,9,1,1,41
AS670699,C01,M,2019-11-01,,0,10500,4.75,8,1,1,41
PL703435,C02,F,2019-11-01,,0,7500,4.33333333333333,8,1,1,41
IK357689,C03,M,2019-11-01,,0,6000,4,6,1,1,41
